"signal" "variable" "activity" "subject" "average"
"fBodyAccJerk" "mean" "walking_downstairs" 29 -0.988491155333333
"fBodyAccJerk" "mean" "walking_downstairs" 30 -0.962728368248588
"fBodyAccJerk" "mean" "sitting" 1 -0.526264729056604
"fBodyAccJerk" "mean" "sitting" 2 -0.323069878258333
"fBodyAccJerk" "mean" "sitting" 3 -0.479840462603333
"fBodyAccJerk" "mean" "sitting" 4 -0.468738922927308
"fBodyAccJerk" "mean" "sitting" 5 -0.364420285326241
"fBodyAccJerk" "mean" "sitting" 6 -0.305706326724837
"fBodyAccJerk" "mean" "sitting" 7 -0.52449602627451
"fBodyAccJerk" "mean" "sitting" 8 -0.204242770629268
"fBodyAccJerk" "mean" "sitting" 9 -0.541889684353742
"fBodyAccJerk" "mean" "sitting" 10 -0.320439276203546
"fBodyAccJerk" "mean" "sitting" 11 -0.572211064753086
"fBodyAccJerk" "mean" "sitting" 12 -0.468950404615385
"fBodyAccJerk" "mean" "sitting" 13 -0.502234916357576
"fBodyAccJerk" "mean" "sitting" 14 -0.331704084987654
"fBodyAccJerk" "mean" "sitting" 15 -0.429903154229167
"fBodyAccJerk" "mean" "sitting" 16 -0.526638302941177
"fBodyAccJerk" "mean" "sitting" 17 -0.456780620833333
"fBodyAccJerk" "mean" "sitting" 18 -0.635070050114943
"fBodyAccJerk" "mean" "sitting" 19 -0.2199693805225
"fBodyAccJerk" "mean" "sitting" 20 -0.353693086229412
"fBodyAccJerk" "mean" "sitting" 21 -0.387240684191489
"fBodyAccJerk" "mean" "sitting" 22 -0.175958927471429
"fBodyAccJerk" "mean" "sitting" 23 -0.346161346281046
"fBodyAccJerk" "mean" "sitting" 24 -0.508879949548023
"fBodyAccJerk" "mean" "sitting" 25 -0.700774850871795
"fBodyAccJerk" "mean" "sitting" 26 -0.454542172418182
"fBodyAccJerk" "mean" "sitting" 27 -0.518041236797386
"fBodyAccJerk" "mean" "sitting" 28 -0.421563222888889
"fBodyAccJerk" "mean" "sitting" 29 -0.426717654770748
"fBodyAccJerk" "mean" "sitting" 30 -0.627133914
"fBodyAccJerk" "mean" "standing" 1 -0.14822192032517
"fBodyAccJerk" "mean" "standing" 2 -0.0123896264191489
"fBodyAccJerk" "mean" "standing" 3 -0.251889568585034
"fBodyAccJerk" "mean" "standing" 4 -0.30616396926963
"fBodyAccJerk" "mean" "standing" 5 -0.195194819013475
"fBodyAccJerk" "mean" "standing" 6 -0.00310958717013889
"fBodyAccJerk" "mean" "standing" 7 -0.214418027234752
"fBodyAccJerk" "mean" "standing" 8 0.164696926576316
"fBodyAccJerk" "mean" "standing" 9 -0.223952088548413
"fBodyAccJerk" "mean" "standing" 10 -0.0595880666666667
"fBodyAccJerk" "mean" "standing" 11 -0.276055924631159
"fBodyAccJerk" "mean" "standing" 12 -0.150744992798478
"fBodyAccJerk" "mean" "standing" 13 -0.199600648139007
"fBodyAccJerk" "mean" "standing" 14 0.0353713432266667
"fBodyAccJerk" "mean" "standing" 15 -0.103461578083333
"fBodyAccJerk" "mean" "standing" 16 -0.229125606092199
"fBodyAccJerk" "mean" "standing" 17 -0.355009637148551
"fBodyAccJerk" "mean" "standing" 18 -0.500282282727273
"fBodyAccJerk" "mean" "standing" 19 0.27020822874359
"fBodyAccJerk" "mean" "standing" 20 -0.116583886223178
"fBodyAccJerk" "mean" "standing" 21 -0.113978027802963
"fBodyAccJerk" "mean" "standing" 22 -0.12809646212963
"fBodyAccJerk" "mean" "standing" 23 0.0956227151981481
"fBodyAccJerk" "mean" "standing" 24 -0.28400011189697
"fBodyAccJerk" "mean" "standing" 25 -0.542777684597701
"fBodyAccJerk" "mean" "standing" 26 -0.242345028071333
"fBodyAccJerk" "mean" "standing" 27 -0.186128097722727
"fBodyAccJerk" "mean" "standing" 28 -0.134953034998551
"fBodyAccJerk" "mean" "standing" 29 -0.1824014463875
"fBodyAccJerk" "mean" "standing" 30 -0.286534873699462
"fBodyAccJerk" "mean" "laying" 1 -0.224923904431407
"fBodyAccJerk" "mean" "laying" 2 -0.31277870540113
"fBodyAccJerk" "mean" "laying" 3 -0.31978009604023
"fBodyAccJerk" "mean" "laying" 4 -0.455809466955556
"fBodyAccJerk" "mean" "laying" 5 -0.372168992056786
"fBodyAccJerk" "mean" "laying" 6 -0.255918588708772
"fBodyAccJerk" "mean" "laying" 7 -0.204466352665205
"fBodyAccJerk" "mean" "laying" 8 -0.197692895294444
"fBodyAccJerk" "mean" "laying" 9 -0.360504413846154
"fBodyAccJerk" "mean" "laying" 10 -0.180352138167736
"fBodyAccJerk" "mean" "laying" 11 -0.46255362240113
"fBodyAccJerk" "mean" "laying" 12 -0.2381266795794
"fBodyAccJerk" "mean" "laying" 13 -0.225548010775439
"fBodyAccJerk" "mean" "laying" 14 -0.421675465480226
"fBodyAccJerk" "mean" "laying" 15 -0.368888348555556
"fBodyAccJerk" "mean" "laying" 16 -0.43933646627451
"fBodyAccJerk" "mean" "laying" 17 -0.380368624021858
"fBodyAccJerk" "mean" "laying" 18 -0.459284316904762
"fBodyAccJerk" "mean" "laying" 19 -0.0283326441375641
"fBodyAccJerk" "mean" "laying" 20 -0.10892591945098
"fBodyAccJerk" "mean" "laying" 21 -0.239568969444872
"fBodyAccJerk" "mean" "laying" 22 -0.0528941765724638
"fBodyAccJerk" "mean" "laying" 23 -0.167700436034463
"fBodyAccJerk" "mean" "laying" 24 -0.444125900057471
"fBodyAccJerk" "mean" "laying" 25 -0.573112323153153
"fBodyAccJerk" "mean" "laying" 26 -0.353810645570621
"fBodyAccJerk" "mean" "laying" 27 -0.307622396953216
"fBodyAccJerk" "mean" "laying" 28 -0.385301605432099
"fBodyAccJerk" "mean" "laying" 29 -0.231123018325157
"fBodyAccJerk" "mean" "laying" 30 -0.38538389505641
"fBodyAccJerk" "std" "walking" 1 -0.986115362978723
"fBodyAccJerk" "std" "walking" 2 -0.986278046666667
"fBodyAccJerk" "std" "walking" 3 -0.969968288012821
"fBodyAccJerk" "std" "walking" 4 -0.9699231728
"fBodyAccJerk" "std" "walking" 5 -0.969005773106061
"fBodyAccJerk" "std" "walking" 6 -0.960001788181818
"fBodyAccJerk" "std" "walking" 7 -0.976846839652778
"fBodyAccJerk" "std" "walking" 8 -0.985379247826087
"fBodyAccJerk" "std" "walking" 9 -0.963374910666667
"fBodyAccJerk" "std" "walking" 10 -0.98690245617284
"fBodyAccJerk" "std" "walking" 11 -0.978126341509434
"fBodyAccJerk" "std" "walking" 12 -0.975309380130719
"fBodyAccJerk" "std" "walking" 13 -0.989400796870748
"fBodyAccJerk" "std" "walking" 14 -0.976348175432099
"fBodyAccJerk" "std" "walking" 15 -0.985573839717514
"fBodyAccJerk" "std" "walking" 16 -0.986387037101449
"fBodyAccJerk" "std" "walking" 17 -0.9917824071875
"fBodyAccJerk" "std" "walking" 18 -0.989291827134503
"fBodyAccJerk" "std" "walking" 19 -0.98590958826484
"fBodyAccJerk" "std" "walking" 20 -0.978267087020202
"fBodyAccJerk" "std" "walking" 21 -0.985740221215686
"fBodyAccJerk" "std" "walking" 22 -0.978449296290323
"fBodyAccJerk" "std" "walking" 23 -0.981173591519608
"fBodyAccJerk" "std" "walking" 24 -0.985615796519608
"fBodyAccJerk" "std" "walking" 25 -0.98865808025641
"fBodyAccJerk" "std" "walking" 26 -0.990582521196581
"fBodyAccJerk" "std" "walking" 27 -0.988885967190476
"fBodyAccJerk" "std" "walking" 28 -0.973368325972222
"fBodyAccJerk" "std" "walking" 29 -0.990053118666667
"fBodyAccJerk" "std" "walking" 30 -0.986963630967742
"fBodyAccJerk" "std" "walking_upstairs" 1 -0.9523218554
"fBodyAccJerk" "std" "walking_upstairs" 2 -0.987194339097222
"fBodyAccJerk" "std" "walking_upstairs" 3 -0.979292844462366
"fBodyAccJerk" "std" "walking_upstairs" 4 -0.968235803518519
"fBodyAccJerk" "std" "walking_upstairs" 5 -0.979334483141026
"fBodyAccJerk" "std" "walking_upstairs" 6 -0.955968051052632
"fBodyAccJerk" "std" "walking_upstairs" 7 -0.978173105192308
"fBodyAccJerk" "std" "walking_upstairs" 8 -0.97461000537037
"fBodyAccJerk" "std" "walking_upstairs" 9 -0.964983385933333
"fBodyAccJerk" "std" "walking_upstairs" 10 -0.975202465172414
"fBodyAccJerk" "std" "walking_upstairs" 11 -0.981304114561404
"fBodyAccJerk" "std" "walking_upstairs" 12 -0.970079170888889
"fBodyAccJerk" "std" "walking_upstairs" 13 -0.984047495376344
"fBodyAccJerk" "std" "walking_upstairs" 14 -0.972506369803922
"fBodyAccJerk" "std" "walking_upstairs" 15 -0.979303235925926
"fBodyAccJerk" "std" "walking_upstairs" 16 -0.987950425571429
"fBodyAccJerk" "std" "walking_upstairs" 17 -0.981803773004695
"fBodyAccJerk" "std" "walking_upstairs" 18 -0.987865566666667
"fBodyAccJerk" "std" "walking_upstairs" 19 -0.98326694064257
"fBodyAccJerk" "std" "walking_upstairs" 20 -0.983457712058823
"fBodyAccJerk" "std" "walking_upstairs" 21 -0.981717026740741
"fBodyAccJerk" "std" "walking_upstairs" 22 -0.969973396527778
"fBodyAccJerk" "std" "walking_upstairs" 23 -0.987779493842593
"fBodyAccJerk" "std" "walking_upstairs" 24 -0.985150229351852
"fBodyAccJerk" "std" "walking_upstairs" 25 -0.965574549452055
"fBodyAccJerk" "std" "walking_upstairs" 26 -0.98933974877193
"fBodyAccJerk" "std" "walking_upstairs" 27 -0.987831548018018
"fBodyAccJerk" "std" "walking_upstairs" 28 -0.979284737125
"fBodyAccJerk" "std" "walking_upstairs" 29 -0.992039773623188
"fBodyAccJerk" "std" "walking_upstairs" 30 -0.978355499333333
"fBodyAccJerk" "std" "walking_downstairs" 1 -0.991480601383648
"fBodyAccJerk" "std" "walking_downstairs" 2 -0.980376023333333
"fBodyAccJerk" "std" "walking_downstairs" 3 -0.96003847284153
"fBodyAccJerk" "std" "walking_downstairs" 4 -0.965337179345238
"fBodyAccJerk" "std" "walking_downstairs" 5 -0.956684607559524
"fBodyAccJerk" "std" "walking_downstairs" 6 -0.96527099128655
"fBodyAccJerk" "std" "walking_downstairs" 7 -0.973371027924528
"fBodyAccJerk" "std" "walking_downstairs" 8 -0.984487187098765
"fBodyAccJerk" "std" "walking_downstairs" 9 -0.970700717185185
"fBodyAccJerk" "std" "walking_downstairs" 10 -0.964296086212121
"fBodyAccJerk" "std" "walking_downstairs" 11 -0.988326179078014
"fBodyAccJerk" "std" "walking_downstairs" 12 -0.970346872076503
"fBodyAccJerk" "std" "walking_downstairs" 13 -0.985156298654971
"fBodyAccJerk" "std" "walking_downstairs" 14 -0.973940363
"fBodyAccJerk" "std" "walking_downstairs" 15 -0.981174232201258
"fBodyAccJerk" "std" "walking_downstairs" 16 -0.988247190683761
"fBodyAccJerk" "std" "walking_downstairs" 17 -0.990808701623932
"fBodyAccJerk" "std" "walking_downstairs" 18 -0.985580934885845
"fBodyAccJerk" "std" "walking_downstairs" 19 -0.982342275890411
"fBodyAccJerk" "std" "walking_downstairs" 20 -0.955848729360731
"fBodyAccJerk" "std" "walking_downstairs" 21 -0.975092633670412
"fBodyAccJerk" "std" "walking_downstairs" 22 -0.973082734497354
"fBodyAccJerk" "std" "walking_downstairs" 23 -0.979310318627451
"fBodyAccJerk" "std" "walking_downstairs" 24 -0.977295538695652
"fBodyAccJerk" "std" "walking_downstairs" 25 -0.983755814234234
"fBodyAccJerk" "std" "walking_downstairs" 26 -0.985352899234234
"fBodyAccJerk" "std" "walking_downstairs" 27 -0.98480688475
"fBodyAccJerk" "std" "walking_downstairs" 28 -0.96074537628692
"fBodyAccJerk" "std" "walking_downstairs" 29 -0.99007419348718
"fBodyAccJerk" "std" "walking_downstairs" 30 -0.968871142485876
"fBodyAccJerk" "std" "sitting" 1 -0.523241430628931
"fBodyAccJerk" "std" "sitting" 2 -0.411353523194444
"fBodyAccJerk" "std" "sitting" 3 -0.497781299067797
"fBodyAccJerk" "std" "sitting" 4 -0.491353263532051
"fBodyAccJerk" "std" "sitting" 5 -0.333154902339007
"fBodyAccJerk" "std" "sitting" 6 -0.258490057421569
"fBodyAccJerk" "std" "sitting" 7 -0.531028312352941
"fBodyAccJerk" "std" "sitting" 8 -0.27522236040813
"fBodyAccJerk" "std" "sitting" 9 -0.531788662993197
"fBodyAccJerk" "std" "sitting" 10 -0.371096195091773
"fBodyAccJerk" "std" "sitting" 11 -0.566458812283951
"fBodyAccJerk" "std" "sitting" 12 -0.492214152423077
"fBodyAccJerk" "std" "sitting" 13 -0.507657983115152
"fBodyAccJerk" "std" "sitting" 14 -0.391206072196914
"fBodyAccJerk" "std" "sitting" 15 -0.440209180510069
"fBodyAccJerk" "std" "sitting" 16 -0.525107896339869
"fBodyAccJerk" "std" "sitting" 17 -0.444219690902778
"fBodyAccJerk" "std" "sitting" 18 -0.648530371896552
"fBodyAccJerk" "std" "sitting" 19 -0.2460503238175
"fBodyAccJerk" "std" "sitting" 20 -0.325100258201307
"fBodyAccJerk" "std" "sitting" 21 -0.442453756453901
"fBodyAccJerk" "std" "sitting" 22 -0.234155089428333
"fBodyAccJerk" "std" "sitting" 23 -0.42490946
"fBodyAccJerk" "std" "sitting" 24 -0.541891720451977
"fBodyAccJerk" "std" "sitting" 25 -0.719608757538462
"fBodyAccJerk" "std" "sitting" 26 -0.492619369030303
"fBodyAccJerk" "std" "sitting" 27 -0.528726408169935
"fBodyAccJerk" "std" "sitting" 28 -0.46906929379085
"fBodyAccJerk" "std" "sitting" 29 -0.44338364555102
"fBodyAccJerk" "std" "sitting" 30 -0.652381896205128
"fBodyAccJerk" "std" "standing" 1 -0.207543123267823
"fBodyAccJerk" "std" "standing" 2 -0.092478337193617
"fBodyAccJerk" "std" "standing" 3 -0.308898737677803
"fBodyAccJerk" "std" "standing" 4 -0.35143983036
"fBodyAccJerk" "std" "standing" 5 -0.149983377475745
"fBodyAccJerk" "std" "standing" 6 0.0136122851395278
"fBodyAccJerk" "std" "standing" 7 -0.242138651744681
"fBodyAccJerk" "std" "standing" 8 0.120645118385088
"fBodyAccJerk" "std" "standing" 9 -0.257325662130159
"fBodyAccJerk" "std" "standing" 10 -0.130863684558772
"fBodyAccJerk" "std" "standing" 11 -0.295896067721015
"fBodyAccJerk" "std" "standing" 12 -0.188420181634783
"fBodyAccJerk" "std" "standing" 13 -0.204366522627752
"fBodyAccJerk" "std" "standing" 14 -0.0454529315851852
"fBodyAccJerk" "std" "standing" 15 -0.120255001256111
"fBodyAccJerk" "std" "standing" 16 -0.257072306971489
"fBodyAccJerk" "std" "standing" 17 -0.314617186422464
"fBodyAccJerk" "std" "standing" 18 -0.519782545333333
"fBodyAccJerk" "std" "standing" 19 0.242727387469402
"fBodyAccJerk" "std" "standing" 20 -0.0864846542592593
"fBodyAccJerk" "std" "standing" 21 -0.150928739017333
"fBodyAccJerk" "std" "standing" 22 -0.174153792315741
"fBodyAccJerk" "std" "standing" 23 -0.0647528950962963
"fBodyAccJerk" "std" "standing" 24 -0.282709124727273
"fBodyAccJerk" "std" "standing" 25 -0.540954411873563
"fBodyAccJerk" "std" "standing" 26 -0.196354884893333
"fBodyAccJerk" "std" "standing" 27 -0.230093534893939
"fBodyAccJerk" "std" "standing" 28 -0.196084500218116
"fBodyAccJerk" "std" "standing" 29 -0.255446774572917
"fBodyAccJerk" "std" "standing" 30 -0.347583265682796
"fBodyAccJerk" "std" "laying" 1 -0.187186729870456
"fBodyAccJerk" "std" "laying" 2 -0.31518140129661
"fBodyAccJerk" "std" "laying" 3 -0.281913576253506
"fBodyAccJerk" "std" "laying" 4 -0.426528388694444
"fBodyAccJerk" "std" "laying" 5 -0.336447225207738
"fBodyAccJerk" "std" "laying" 6 -0.256624660176023
"fBodyAccJerk" "std" "laying" 7 -0.199752692078363
"fBodyAccJerk" "std" "laying" 8 -0.120015719416667
"fBodyAccJerk" "std" "laying" 9 -0.272571058833269
"fBodyAccJerk" "std" "laying" 10 -0.196392569891006
"fBodyAccJerk" "std" "laying" 11 -0.457228351719209
"fBodyAccJerk" "std" "laying" 12 -0.218867341597667
"fBodyAccJerk" "std" "laying" 13 -0.177071783884854
"fBodyAccJerk" "std" "laying" 14 -0.455738046384181
"fBodyAccJerk" "std" "laying" 15 -0.398411707647901
"fBodyAccJerk" "std" "laying" 16 -0.431044351830065
"fBodyAccJerk" "std" "laying" 17 -0.311592354337705
"fBodyAccJerk" "std" "laying" 18 -0.45352801922619
"fBodyAccJerk" "std" "laying" 19 -0.0171973731704487
"fBodyAccJerk" "std" "laying" 20 -0.0981045315134641
"fBodyAccJerk" "std" "laying" 21 -0.188605910648718
"fBodyAccJerk" "std" "laying" 22 -0.0372557586606667
"fBodyAccJerk" "std" "laying" 23 -0.100794925043503
"fBodyAccJerk" "std" "laying" 24 -0.43770329987931
"fBodyAccJerk" "std" "laying" 25 -0.560773069684685
"fBodyAccJerk" "std" "laying" 26 -0.339849511050847
"fBodyAccJerk" "std" "laying" 27 -0.276695436652047
"fBodyAccJerk" "std" "laying" 28 -0.377817889534568
"fBodyAccJerk" "std" "laying" 29 -0.330464075905031
"fBodyAccJerk" "std" "laying" 30 -0.4266705868
"fBodyGyro" "mean" "walking" 1 -0.967771864609929
"fBodyGyro" "mean" "walking" 2 -0.974845711884058
"fBodyGyro" "mean" "walking" 3 -0.949564048846154
"fBodyGyro" "mean" "walking" 4 -0.953983391933333
"fBodyGyro" "mean" "walking" 5 -0.950193679015152
"fBodyGyro" "mean" "walking" 6 -0.93943122969697
"fBodyGyro" "mean" "walking" 7 -0.949243251666667
"fBodyGyro" "mean" "walking" 8 -0.97352962557971
"fBodyGyro" "mean" "walking" 9 -0.943440185933333
"fBodyGyro" "mean" "walking" 10 -0.979350682839506
"fBodyGyro" "mean" "walking" 11 -0.974065780503145
"fBodyGyro" "mean" "walking" 12 -0.962657472679739
"fBodyGyro" "mean" "walking" 13 -0.978019557414966
"fBodyGyro" "mean" "walking" 14 -0.968468235432099
"fBodyGyro" "mean" "walking" 15 -0.977361941129943
"fBodyGyro" "mean" "walking" 16 -0.968495707584541
"fBodyGyro" "mean" "walking" 17 -0.986274048489583
"fBodyGyro" "mean" "walking" 18 -0.987230529415205
"fBodyGyro" "mean" "walking" 19 -0.972722706210046
"fBodyGyro" "mean" "walking" 20 -0.961839905707071
"fBodyGyro" "mean" "walking" 21 -0.980521408901961
"fBodyGyro" "mean" "walking" 22 -0.961598512526882
"fBodyGyro" "mean" "walking" 23 -0.966833036323529
"fBodyGyro" "mean" "walking" 24 -0.980521198676471
"fBodyGyro" "mean" "walking" 25 -0.982545414564103
"fBodyGyro" "mean" "walking" 26 -0.980769789786325
"fBodyGyro" "mean" "walking" 27 -0.982732386047619
"fBodyGyro" "mean" "walking" 28 -0.963674079675926
"fBodyGyro" "mean" "walking" 29 -0.984218802944444
"fBodyGyro" "mean" "walking" 30 -0.976739206451613
"fBodyGyro" "mean" "walking_upstairs" 1 -0.903914463462
"fBodyGyro" "mean" "walking_upstairs" 2 -0.977474888472222
"fBodyGyro" "mean" "walking_upstairs" 3 -0.970202968655914
"fBodyGyro" "mean" "walking_upstairs" 4 -0.966956946049383
"fBodyGyro" "mean" "walking_upstairs" 5 -0.972416695320513
"fBodyGyro" "mean" "walking_upstairs" 6 -0.936615975614035
"fBodyGyro" "mean" "walking_upstairs" 7 -0.956053355448718
"fBodyGyro" "mean" "walking_upstairs" 8 -0.96092542845679
"fBodyGyro" "mean" "walking_upstairs" 9 -0.941564196533333
"fBodyGyro" "mean" "walking_upstairs" 10 -0.959406574597701
"fBodyGyro" "mean" "walking_upstairs" 11 -0.97342072128655
"fBodyGyro" "mean" "walking_upstairs" 12 -0.951629616
"fBodyGyro" "mean" "walking_upstairs" 13 -0.969093366505376
"fBodyGyro" "mean" "walking_upstairs" 14 -0.945718033921569
"fBodyGyro" "mean" "walking_upstairs" 15 -0.959304863194444
"fBodyGyro" "mean" "walking_upstairs" 16 -0.979314372
"fBodyGyro" "mean" "walking_upstairs" 17 -0.973927720610329
"fBodyGyro" "mean" "walking_upstairs" 18 -0.987682463538462
"fBodyGyro" "mean" "walking_upstairs" 19 -0.973396517871486
"fBodyGyro" "mean" "walking_upstairs" 20 -0.976006012205882
"fBodyGyro" "mean" "walking_upstairs" 21 -0.973063231444444
"fBodyGyro" "mean" "walking_upstairs" 22 -0.953545139675926
"fBodyGyro" "mean" "walking_upstairs" 23 -0.977461340694444
"fBodyGyro" "mean" "walking_upstairs" 24 -0.974591860138889
"fBodyGyro" "mean" "walking_upstairs" 25 -0.920438013059361
"fBodyGyro" "mean" "walking_upstairs" 26 -0.980561847938596
"fBodyGyro" "mean" "walking_upstairs" 27 -0.984342131846847
"fBodyGyro" "mean" "walking_upstairs" 28 -0.957931178333333
"fBodyGyro" "mean" "walking_upstairs" 29 -0.987667755990338
"fBodyGyro" "mean" "walking_upstairs" 30 -0.969178915428571
"fBodyGyro" "mean" "walking_downstairs" 1 -0.98538145490566
"fBodyGyro" "mean" "walking_downstairs" 2 -0.966746987037037
"fBodyGyro" "mean" "walking_downstairs" 3 -0.918388654153005
"fBodyGyro" "mean" "walking_downstairs" 4 -0.925579354166667
"fBodyGyro" "mean" "walking_downstairs" 5 -0.918742054464286
"fBodyGyro" "mean" "walking_downstairs" 6 -0.939375044210526
"fBodyGyro" "mean" "walking_downstairs" 7 -0.950945121761006
"fBodyGyro" "mean" "walking_downstairs" 8 -0.97259506654321
"fBodyGyro" "mean" "walking_downstairs" 9 -0.93766635837037
"fBodyGyro" "mean" "walking_downstairs" 10 -0.945081814924242
"fBodyGyro" "mean" "walking_downstairs" 11 -0.984363391205674
"fBodyGyro" "mean" "walking_downstairs" 12 -0.930382173606557
"fBodyGyro" "mean" "walking_downstairs" 13 -0.968153855497076
"fBodyGyro" "mean" "walking_downstairs" 14 -0.952982613111111
"fBodyGyro" "mean" "walking_downstairs" 15 -0.964593003396226
"fBodyGyro" "mean" "walking_downstairs" 16 -0.980130288760684
"fBodyGyro" "mean" "walking_downstairs" 17 -0.984661761196581
"fBodyGyro" "mean" "walking_downstairs" 18 -0.974094833059361
"fBodyGyro" "mean" "walking_downstairs" 19 -0.962675982328767
"fBodyGyro" "mean" "walking_downstairs" 20 -0.901026159178082
"fBodyGyro" "mean" "walking_downstairs" 21 -0.958835039250936
"fBodyGyro" "mean" "walking_downstairs" 22 -0.950009434708995
"fBodyGyro" "mean" "walking_downstairs" 23 -0.956077055294118
"fBodyGyro" "mean" "walking_downstairs" 24 -0.966366689806763
"fBodyGyro" "mean" "walking_downstairs" 25 -0.972311757702703
"fBodyGyro" "mean" "walking_downstairs" 26 -0.975903167522522
"fBodyGyro" "mean" "walking_downstairs" 27 -0.978247998333333
"fBodyGyro" "mean" "walking_downstairs" 28 -0.918414026962025
"fBodyGyro" "mean" "walking_downstairs" 29 -0.983242279333333
"fBodyGyro" "mean" "walking_downstairs" 30 -0.933056605536723
"fBodyGyro" "mean" "sitting" 1 -0.421894496666667
"fBodyGyro" "mean" "sitting" 2 -0.356110274472222
"fBodyGyro" "mean" "sitting" 3 -0.482337850531073
"fBodyGyro" "mean" "sitting" 4 -0.468714977051282
"fBodyGyro" "mean" "sitting" 5 -0.306675178766667
"fBodyGyro" "mean" "sitting" 6 -0.163710999602614
"fBodyGyro" "mean" "sitting" 7 -0.453319958627451
"fBodyGyro" "mean" "sitting" 8 -0.062482906397561
"fBodyGyro" "mean" "sitting" 9 -0.380266501789116
"fBodyGyro" "mean" "sitting" 10 -0.239049023431915
"fBodyGyro" "mean" "sitting" 11 -0.575873938395062
"fBodyGyro" "mean" "sitting" 12 -0.479050861346154
"fBodyGyro" "mean" "sitting" 13 -0.409876019430303
"fBodyGyro" "mean" "sitting" 14 -0.041885815907716
"fBodyGyro" "mean" "sitting" 15 -0.454607949513889
"fBodyGyro" "mean" "sitting" 16 -0.55561509130719
"fBodyGyro" "mean" "sitting" 17 -0.420644048944444
"fBodyGyro" "mean" "sitting" 18 -0.582168357816092
"fBodyGyro" "mean" "sitting" 19 -0.1620122260775
"fBodyGyro" "mean" "sitting" 20 -0.139983032917647
"fBodyGyro" "mean" "sitting" 21 -0.349809314517731
"fBodyGyro" "mean" "sitting" 22 -0.306237936777778
"fBodyGyro" "mean" "sitting" 23 -0.29456264408366
"fBodyGyro" "mean" "sitting" 24 -0.473997526045198
"fBodyGyro" "mean" "sitting" 25 -0.556631542641026
"fBodyGyro" "mean" "sitting" 26 -0.462501012242424
"fBodyGyro" "mean" "sitting" 27 -0.512996754836601
"fBodyGyro" "mean" "sitting" 28 -0.414637928078431
"fBodyGyro" "mean" "sitting" 29 -0.332088254692517
"fBodyGyro" "mean" "sitting" 30 -0.391011479297436
"fBodyGyro" "mean" "standing" 1 -0.146673770343537
"fBodyGyro" "mean" "standing" 2 -0.198394756004965
"fBodyGyro" "mean" "standing" 3 -0.324875733185714
"fBodyGyro" "mean" "standing" 4 -0.425383738300741
"fBodyGyro" "mean" "standing" 5 -0.237334401482766
"fBodyGyro" "mean" "standing" 6 0.0286297962923611
"fBodyGyro" "mean" "standing" 7 -0.284448270205674
"fBodyGyro" "mean" "standing" 8 0.00436674676903509
"fBodyGyro" "mean" "standing" 9 -0.296080557692063
"fBodyGyro" "mean" "standing" 10 -0.149236436329035
"fBodyGyro" "mean" "standing" 11 -0.373496882963768
"fBodyGyro" "mean" "standing" 12 -0.270751668600725
"fBodyGyro" "mean" "standing" 13 -0.22213755797234
"fBodyGyro" "mean" "standing" 14 0.0701023576296296
"fBodyGyro" "mean" "standing" 15 -0.270962222880159
"fBodyGyro" "mean" "standing" 16 -0.425119205924823
"fBodyGyro" "mean" "standing" 17 -0.390306739467391
"fBodyGyro" "mean" "standing" 18 -0.525930189684849
"fBodyGyro" "mean" "standing" 19 0.277572888363248
"fBodyGyro" "mean" "standing" 20 0.0186608784822222
"fBodyGyro" "mean" "standing" 21 -0.304616767281481
"fBodyGyro" "mean" "standing" 22 -0.271785824351852
"fBodyGyro" "mean" "standing" 23 -0.00906019720370371
"fBodyGyro" "mean" "standing" 24 -0.367410430012121
"fBodyGyro" "mean" "standing" 25 -0.42034250791954
"fBodyGyro" "mean" "standing" 26 -0.26347773
"fBodyGyro" "mean" "standing" 27 -0.281222108741667
"fBodyGyro" "mean" "standing" 28 -0.143829830328261
"fBodyGyro" "mean" "standing" 29 -0.283922976004167
"fBodyGyro" "mean" "standing" 30 -0.291615837200538
"fBodyGyro" "mean" "laying" 1 -0.232677517955439
"fBodyGyro" "mean" "laying" 2 -0.460381851920904
"fBodyGyro" "mean" "laying" 3 -0.472499415517241
"fBodyGyro" "mean" "laying" 4 -0.5544085755
"fBodyGyro" "mean" "laying" 5 -0.366582499690476
"fBodyGyro" "mean" "laying" 6 -0.261534866246784
"fBodyGyro" "mean" "laying" 7 -0.279031803332749
"fBodyGyro" "mean" "laying" 8 -0.164898315206944
"fBodyGyro" "mean" "laying" 9 -0.353601497891026
"fBodyGyro" "mean" "laying" 10 -0.243884281721384
"fBodyGyro" "mean" "laying" 11 -0.502051347570621
"fBodyGyro" "mean" "laying" 12 -0.395714917986667
"fBodyGyro" "mean" "laying" 13 -0.241892661097661
"fBodyGyro" "mean" "laying" 14 -0.312472186847458
"fBodyGyro" "mean" "laying" 15 -0.416761840654321
"fBodyGyro" "mean" "laying" 16 -0.549454575882353
"fBodyGyro" "mean" "laying" 17 -0.432230737540984
"fBodyGyro" "mean" "laying" 18 -0.572907976666667
"fBodyGyro" "mean" "laying" 19 0.0400942233485897
"fBodyGyro" "mean" "laying" 20 -0.0571675892331373
"fBodyGyro" "mean" "laying" 21 -0.300554648160256
"fBodyGyro" "mean" "laying" 22 -0.243108912144928
"fBodyGyro" "mean" "laying" 23 -0.112340036808475
